DDInter_ID,DDInter_name,normalized_DDInter_name,PrimeKG_name,normalized_PrimeKG_name,DrugBank_ID,equal_after_normalization,route_or_formulation_qualifier_detected,lexical_attention_reason,suspicious_lexical_case,review_status
DDInter1033,Leflunomide,leflunomide,Leflunomide,leflunomide,DB01097,true,false,,false,accepted_exact_normalized_name
DDInter1034,Lemborexant,lemborexant,Lemborexant,lemborexant,DB11951,true,false,,false,accepted_exact_normalized_name
DDInter1035,Lenalidomide,lenalidomide,Lenalidomide,lenalidomide,DB00480,true,false,,false,accepted_exact_normalized_name
DDInter1036,Lenvatinib,lenvatinib,Lenvatinib,lenvatinib,DB09078,true,false,,false,accepted_exact_normalized_name
DDInter1037,Lepirudin,lepirudin,Lepirudin,lepirudin,DB00001,true,false,,false,accepted_exact_normalized_name
DDInter1038,Lesinurad,lesinurad,Lesinurad,lesinurad,DB11560,true,false,,false,accepted_exact_normalized_name
DDInter1039,Letermovir,letermovir,Letermovir,letermovir,DB12070,true,false,,false,accepted_exact_normalized_name
DDInter104,Antithrombin Alfa,antithrombin alfa,Antithrombin Alfa,antithrombin alfa,DB11166,true,false,,false,accepted_exact_normalized_name
DDInter1040,Letrozole,letrozole,Letrozole,letrozole,DB01006,true,false,,false,accepted_exact_normalized_name
DDInter1041,Leucovorin,leucovorin,Leucovorin,leucovorin,DB00650,true,false,,false,accepted_exact_normalized_name
DDInter1042,Leuprolide,leuprolide,Leuprolide,leuprolide,DB00007,true,false,,false,accepted_exact_normalized_name
DDInter1043,Levacetylmethadol,levacetylmethadol,Levacetylmethadol,levacetylmethadol,DB01227,true,false,,false,accepted_exact_normalized_name
DDInter1044,Levamisole,levamisole,Levamisole,levamisole,DB00848,true,false,,false,accepted_exact_normalized_name
DDInter1045,Levamlodipine,levamlodipine,Levamlodipine,levamlodipine,DB09237,true,false,,false,accepted_exact_normalized_name
DDInter1046,Levetiracetam,levetiracetam,Levetiracetam,levetiracetam,DB01202,true,false,,false,accepted_exact_normalized_name
DDInter1049,Levobunolol,levobunolol,Levobunolol,levobunolol,DB01210,true,false,,false,accepted_exact_normalized_name
DDInter105,Antithrombin III human,antithrombin iii human,Antithrombin III human,antithrombin iii human,DB11598,true,false,,false,accepted_exact_normalized_name
DDInter1051,Levobupivacaine,levobupivacaine,Levobupivacaine,levobupivacaine,DB01002,true,false,,false,accepted_exact_normalized_name
DDInter1052,Levocarnitine,levocarnitine,Levocarnitine,levocarnitine,DB00583,true,false,,false,accepted_exact_normalized_name
DDInter1053,Levocetirizine,levocetirizine,Levocetirizine,levocetirizine,DB06282,true,false,,false,accepted_exact_normalized_name
DDInter1054,Levodopa,levodopa,Levodopa,levodopa,DB01235,true,false,,false,accepted_exact_normalized_name
DDInter1055,Levofloxacin,levofloxacin,Levofloxacin,levofloxacin,DB01137,true,false,,false,accepted_exact_normalized_name
DDInter1056,Levoleucovorin,levoleucovorin,Levoleucovorin,levoleucovorin,DB11596,true,false,,false,accepted_exact_normalized_name
DDInter1057,Levomefolic acid,levomefolic acid,Levomefolic acid,levomefolic acid,DB11256,true,false,,false,accepted_exact_normalized_name
DDInter1059,Levomilnacipran,levomilnacipran,Levomilnacipran,levomilnacipran,DB08918,true,false,,false,accepted_exact_normalized_name
DDInter106,Antithymocyte immunoglobulin (rabbit),antithymocyte immunoglobulin (rabbit),Antithymocyte immunoglobulin (rabbit),antithymocyte immunoglobulin (rabbit),DB00098,true,false,parenthetical_or_comma_exact_match,false,accepted_exact_normalized_name
DDInter1060,Levonordefrin,levonordefrin,Levonordefrin,levonordefrin,DB06707,true,false,,false,accepted_exact_normalized_name
DDInter1061,Levonorgestrel,levonorgestrel,Levonorgestrel,levonorgestrel,DB00367,true,false,,false,accepted_exact_normalized_name
DDInter1062,Levorphanol,levorphanol,Levorphanol,levorphanol,DB00854,true,false,,false,accepted_exact_normalized_name
DDInter1063,Levosalbutamol,levosalbutamol,Levosalbutamol,levosalbutamol,DB13139,true,false,,false,accepted_exact_normalized_name
DDInter1064,Levothyroxine,levothyroxine,Levothyroxine,levothyroxine,DB00451,true,false,,false,accepted_exact_normalized_name
DDInter1066,Lidocaine,lidocaine,Lidocaine,lidocaine,DB00281,true,false,,false,accepted_exact_normalized_name
DDInter1069,Linaclotide,linaclotide,Linaclotide,linaclotide,DB08890,true,false,,false,accepted_exact_normalized_name
DDInter107,Apalutamide,apalutamide,Apalutamide,apalutamide,DB11901,true,false,,false,accepted_exact_normalized_name
DDInter1070,Linagliptin,linagliptin,Linagliptin,linagliptin,DB08882,true,false,,false,accepted_exact_normalized_name
DDInter1071,Lincomycin,lincomycin,Lincomycin,lincomycin,DB01627,true,false,,false,accepted_exact_normalized_name
DDInter1072,Lindane,lindane,Lindane,lindane,DB00431,true,false,,false,accepted_exact_normalized_name
DDInter1073,Linezolid,linezolid,Linezolid,linezolid,DB00601,true,false,,false,accepted_exact_normalized_name
DDInter1074,Liothyronine,liothyronine,Liothyronine,liothyronine,DB00279,true,false,,false,accepted_exact_normalized_name
DDInter1075,Liotrix,liotrix,Liotrix,liotrix,DB01583,true,false,,false,accepted_exact_normalized_name
DDInter1076,Lipoic acid,lipoic acid,Lipoic acid,lipoic acid,DB00166,true,false,,false,accepted_exact_normalized_name
DDInter1077,Liraglutide,liraglutide,Liraglutide,liraglutide,DB06655,true,false,,false,accepted_exact_normalized_name
DDInter1078,Lisdexamfetamine,lisdexamfetamine,Lisdexamfetamine,lisdexamfetamine,DB01255,true,false,,false,accepted_exact_normalized_name
DDInter1079,Lisinopril,lisinopril,Lisinopril,lisinopril,DB00722,true,false,,false,accepted_exact_normalized_name
DDInter108,Apixaban,apixaban,Apixaban,apixaban,DB06605,true,false,,false,accepted_exact_normalized_name
DDInter1081,Lithium carbonate,lithium carbonate,Lithium carbonate,lithium carbonate,DB14509,true,false,,false,accepted_exact_normalized_name
DDInter1082,Lixisenatide,lixisenatide,Lixisenatide,lixisenatide,DB09265,true,false,,false,accepted_exact_normalized_name
DDInter1083,Lofexidine,lofexidine,Lofexidine,lofexidine,DB04948,true,false,,false,accepted_exact_normalized_name
DDInter1084,Lomefloxacin,lomefloxacin,Lomefloxacin,lomefloxacin,DB00978,true,false,,false,accepted_exact_normalized_name
DDInter1085,Lomitapide,lomitapide,Lomitapide,lomitapide,DB08827,true,false,,false,accepted_exact_normalized_name
DDInter1086,Lomustine,lomustine,Lomustine,lomustine,DB01206,true,false,,false,accepted_exact_normalized_name
DDInter1087,Lonafarnib,lonafarnib,Lonafarnib,lonafarnib,DB06448,true,false,,false,accepted_exact_normalized_name
DDInter1088,Loperamide,loperamide,Loperamide,loperamide,DB00836,true,false,,false,accepted_exact_normalized_name
DDInter1089,Lopinavir,lopinavir,Lopinavir,lopinavir,DB01601,true,false,,false,accepted_exact_normalized_name
DDInter109,Apomorphine,apomorphine,Apomorphine,apomorphine,DB00714,true,false,,false,accepted_exact_normalized_name
DDInter1090,Loracarbef,loracarbef,Loracarbef,loracarbef,DB00447,true,false,,false,accepted_exact_normalized_name
DDInter1091,Loratadine,loratadine,Loratadine,loratadine,DB00455,true,false,,false,accepted_exact_normalized_name
DDInter1092,Lorazepam,lorazepam,Lorazepam,lorazepam,DB00186,true,false,,false,accepted_exact_normalized_name
DDInter1093,Lorcaserin,lorcaserin,Lorcaserin,lorcaserin,DB04871,true,false,,false,accepted_exact_normalized_name
DDInter1094,Lorlatinib,lorlatinib,Lorlatinib,lorlatinib,DB12130,true,false,,false,accepted_exact_normalized_name
DDInter1095,Losartan,losartan,Losartan,losartan,DB00678,true,false,,false,accepted_exact_normalized_name
DDInter1098,Lovastatin,lovastatin,Lovastatin,lovastatin,DB00227,true,false,,false,accepted_exact_normalized_name
DDInter1099,Loxapine,loxapine,Loxapine,loxapine,DB00408,true,false,,false,accepted_exact_normalized_name
DDInter11,Acarbose,acarbose,Acarbose,acarbose,DB00284,true,false,,false,accepted_exact_normalized_name
DDInter110,Apraclonidine,apraclonidine,Apraclonidine,apraclonidine,DB00964,true,false,,false,accepted_exact_normalized_name
DDInter1100,Lubiprostone,lubiprostone,Lubiprostone,lubiprostone,DB01046,true,false,,false,accepted_exact_normalized_name
DDInter1101,Lumacaftor,lumacaftor,Lumacaftor,lumacaftor,DB09280,true,false,,false,accepted_exact_normalized_name
DDInter1102,Lumateperone,lumateperone,Lumateperone,lumateperone,DB06077,true,false,,false,accepted_exact_normalized_name
DDInter1103,Lumefantrine,lumefantrine,Lumefantrine,lumefantrine,DB06708,true,false,,false,accepted_exact_normalized_name
DDInter1104,Lurasidone,lurasidone,Lurasidone,lurasidone,DB08815,true,false,,false,accepted_exact_normalized_name
DDInter1105,Lurbinectedin,lurbinectedin,Lurbinectedin,lurbinectedin,DB12674,true,false,,false,accepted_exact_normalized_name
DDInter1106,Lusutrombopag,lusutrombopag,Lusutrombopag,lusutrombopag,DB13125,true,false,,false,accepted_exact_normalized_name
DDInter1108,Lutetium Lu 177 dotatate,lutetium lu 177 dotatate,Lutetium Lu 177 dotatate,lutetium lu 177 dotatate,DB13985,true,false,,false,accepted_exact_normalized_name
DDInter111,Apremilast,apremilast,Apremilast,apremilast,DB05676,true,false,,false,accepted_exact_normalized_name
DDInter1110,Macimorelin,macimorelin,Macimorelin,macimorelin,DB13074,true,false,,false,accepted_exact_normalized_name
DDInter1111,Macitentan,macitentan,Macitentan,macitentan,DB08932,true,false,,false,accepted_exact_normalized_name
DDInter1112,Magaldrate,magaldrate,Magaldrate,magaldrate,DB08938,true,false,,false,accepted_exact_normalized_name
DDInter1113,Magnesium carbonate,magnesium carbonate,Magnesium carbonate,magnesium carbonate,DB09481,true,false,,false,accepted_exact_normalized_name
DDInter1114,Magnesium chloride,magnesium chloride,Magnesium chloride,magnesium chloride,DB09407,true,false,,false,accepted_exact_normalized_name
DDInter1115,Magnesium citrate,magnesium citrate,Magnesium citrate,magnesium citrate,DB11110,true,false,,false,accepted_exact_normalized_name
DDInter1116,Magnesium gluconate,magnesium gluconate,Magnesium gluconate,magnesium gluconate,DB13749,true,false,,false,accepted_exact_normalized_name
DDInter1117,Magnesium glycinate,magnesium glycinate,Magnesium glycinate,magnesium glycinate,DB11189,true,false,,false,accepted_exact_normalized_name
DDInter1118,Magnesium hydroxide,magnesium hydroxide,Magnesium hydroxide,magnesium hydroxide,DB09104,true,false,,false,accepted_exact_normalized_name
DDInter1119,Magnesium oxide,magnesium oxide,Magnesium oxide,magnesium oxide,DB01377,true,false,,false,accepted_exact_normalized_name
DDInter112,Aprepitant,aprepitant,Aprepitant,aprepitant,DB00673,true,false,,false,accepted_exact_normalized_name
DDInter1120,Magnesium sulfate,magnesium sulfate,Magnesium sulfate,magnesium sulfate,DB00653,true,false,,false,accepted_exact_normalized_name
DDInter1123,Mannitol,mannitol,Mannitol,mannitol,DB00742,true,false,,false,accepted_exact_normalized_name
DDInter1124,Maprotiline,maprotiline,Maprotiline,maprotiline,DB00934,true,false,,false,accepted_exact_normalized_name
DDInter1125,Maraviroc,maraviroc,Maraviroc,maraviroc,DB04835,true,false,,false,accepted_exact_normalized_name
DDInter1126,Mazindol,mazindol,Mazindol,mazindol,DB00579,true,false,,false,accepted_exact_normalized_name
DDInter1128,Mebendazole,mebendazole,Mebendazole,mebendazole,DB00643,true,false,,false,accepted_exact_normalized_name
DDInter113,Aprotinin,aprotinin,Aprotinin,aprotinin,DB06692,true,false,,false,accepted_exact_normalized_name
DDInter1130,Mecamylamine,mecamylamine,Mecamylamine,mecamylamine,DB00657,true,false,,false,accepted_exact_normalized_name
DDInter1131,Mecasermin,mecasermin,Mecasermin,mecasermin,DB01277,true,false,,false,accepted_exact_normalized_name
DDInter1133,Mechlorethamine,mechlorethamine,Mechlorethamine,mechlorethamine,DB00888,true,false,,false,accepted_exact_normalized_name
DDInter1134,Meclizine,meclizine,Meclizine,meclizine,DB00737,true,false,,false,accepted_exact_normalized_name
DDInter1135,Meclofenamic acid,meclofenamic acid,Meclofenamic acid,meclofenamic acid,DB00939,true,false,,false,accepted_exact_normalized_name
DDInter1137,Medroxyprogesterone acetate,medroxyprogesterone acetate,Medroxyprogesterone acetate,medroxyprogesterone acetate,DB00603,true,false,,false,accepted_exact_normalized_name
DDInter1139,Mefenamic acid,mefenamic acid,Mefenamic acid,mefenamic acid,DB00784,true,false,,false,accepted_exact_normalized_name
DDInter114,Arbutamine,arbutamine,Arbutamine,arbutamine,DB01102,true,false,,false,accepted_exact_normalized_name
DDInter1140,Mefloquine,mefloquine,Mefloquine,mefloquine,DB00358,true,false,,false,accepted_exact_normalized_name
DDInter1141,Megestrol acetate,megestrol acetate,Megestrol acetate,megestrol acetate,DB00351,true,false,,false,accepted_exact_normalized_name
DDInter1142,Melatonin,melatonin,Melatonin,melatonin,DB01065,true,false,,false,accepted_exact_normalized_name
DDInter1143,Meloxicam,meloxicam,Meloxicam,meloxicam,DB00814,true,false,,false,accepted_exact_normalized_name
DDInter1144,Melphalan,melphalan,Melphalan,melphalan,DB01042,true,false,,false,accepted_exact_normalized_name
DDInter1146,Memantine,memantine,Memantine,memantine,DB01043,true,false,,false,accepted_exact_normalized_name
DDInter1149,Mepenzolate,mepenzolate,Mepenzolate,mepenzolate,DB04843,true,false,,false,accepted_exact_normalized_name
DDInter115,Ardeparin,ardeparin,Ardeparin,ardeparin,DB00407,true,false,,false,accepted_exact_normalized_name
DDInter1150,Meperidine,meperidine,Meperidine,meperidine,DB00454,true,false,,false,accepted_exact_normalized_name
DDInter1151,Mephentermine,mephentermine,Mephentermine,mephentermine,DB01365,true,false,,false,accepted_exact_normalized_name
DDInter1152,Mephenytoin,mephenytoin,Mephenytoin,mephenytoin,DB00532,true,false,,false,accepted_exact_normalized_name
DDInter1153,Mepivacaine,mepivacaine,Mepivacaine,mepivacaine,DB00961,true,false,,false,accepted_exact_normalized_name
DDInter1154,Meprobamate,meprobamate,Meprobamate,meprobamate,DB00371,true,false,,false,accepted_exact_normalized_name
DDInter1155,Mepyramine,mepyramine,Mepyramine,mepyramine,DB06691,true,false,,false,accepted_exact_normalized_name
DDInter1156,Mercaptopurine,mercaptopurine,Mercaptopurine,mercaptopurine,DB01033,true,false,,false,accepted_exact_normalized_name
DDInter1157,Meropenem,meropenem,Meropenem,meropenem,DB00760,true,false,,false,accepted_exact_normalized_name
DDInter1158,Mesalazine,mesalazine,Mesalazine,mesalazine,DB00244,true,false,,false,accepted_exact_normalized_name
DDInter1159,Mesoridazine,mesoridazine,Mesoridazine,mesoridazine,DB00933,true,false,,false,accepted_exact_normalized_name
DDInter116,Arformoterol,arformoterol,Arformoterol,arformoterol,DB01274,true,false,,false,accepted_exact_normalized_name
DDInter1160,Mestranol,mestranol,Mestranol,mestranol,DB01357,true,false,,false,accepted_exact_normalized_name
DDInter1161,Metamfetamine,metamfetamine,Metamfetamine,metamfetamine,DB01577,true,false,,false,accepted_exact_normalized_name
DDInter1162,Metaraminol,metaraminol,Metaraminol,metaraminol,DB00610,true,false,,false,accepted_exact_normalized_name
DDInter1163,Metaxalone,metaxalone,Metaxalone,metaxalone,DB00660,true,false,,false,accepted_exact_normalized_name
DDInter1164,Metformin,metformin,Metformin,metformin,DB00331,true,false,,false,accepted_exact_normalized_name
DDInter1165,Methacholine,methacholine,Methacholine,methacholine,DB06709,true,false,,false,accepted_exact_normalized_name
DDInter1166,Methadone,methadone,Methadone,methadone,DB00333,true,false,,false,accepted_exact_normalized_name
DDInter1167,Methazolamide,methazolamide,Methazolamide,methazolamide,DB00703,true,false,,false,accepted_exact_normalized_name
DDInter1168,Methdilazine,methdilazine,Methdilazine,methdilazine,DB00902,true,false,,false,accepted_exact_normalized_name
DDInter1169,Methenamine,methenamine,Methenamine,methenamine,DB06799,true,false,,false,accepted_exact_normalized_name
DDInter117,Argatroban,argatroban,Argatroban,argatroban,DB00278,true,false,,false,accepted_exact_normalized_name
DDInter1170,Methimazole,methimazole,Methimazole,methimazole,DB00763,true,false,,false,accepted_exact_normalized_name
DDInter1171,Methionine,methionine,Methionine,methionine,DB00134,true,false,,false,accepted_exact_normalized_name
DDInter1172,Methocarbamol,methocarbamol,Methocarbamol,methocarbamol,DB00423,true,false,,false,accepted_exact_normalized_name
DDInter1173,Methohexital,methohexital,Methohexital,methohexital,DB00474,true,false,,false,accepted_exact_normalized_name
DDInter1174,Methotrexate,methotrexate,Methotrexate,methotrexate,DB00563,true,false,,false,accepted_exact_normalized_name
DDInter1175,Methotrimeprazine,methotrimeprazine,Methotrimeprazine,methotrimeprazine,DB01403,true,false,,false,accepted_exact_normalized_name
DDInter1176,Methoxamine,methoxamine,Methoxamine,methoxamine,DB00723,true,false,,false,accepted_exact_normalized_name
DDInter1177,Methoxsalen,methoxsalen,Methoxsalen,methoxsalen,DB00553,true,false,,false,accepted_exact_normalized_name
DDInter1179,Methoxyflurane,methoxyflurane,Methoxyflurane,methoxyflurane,DB01028,true,false,,false,accepted_exact_normalized_name
DDInter118,Aripiprazole,aripiprazole,Aripiprazole,aripiprazole,DB01238,true,false,,false,accepted_exact_normalized_name
DDInter1180,Methscopolamine,methscopolamine,Methscopolamine,methscopolamine,DB11315,true,false,,false,accepted_exact_normalized_name
DDInter1181,Methsuximide,methsuximide,Methsuximide,methsuximide,DB05246,true,false,,false,accepted_exact_normalized_name
DDInter1184,Methylcellulose,methylcellulose,Methylcellulose,methylcellulose,DB11228,true,false,,false,accepted_exact_normalized_name
DDInter1185,Methyldopa,methyldopa,Methyldopa,methyldopa,DB00968,true,false,,false,accepted_exact_normalized_name
DDInter1186,Methylene blue,methylene blue,Methylene blue,methylene blue,DB09241,true,false,,false,accepted_exact_normalized_name
DDInter1187,Methylergometrine,methylergometrine,Methylergometrine,methylergometrine,DB00353,true,false,,false,accepted_exact_normalized_name
DDInter1188,Methylnaltrexone,methylnaltrexone,Methylnaltrexone,methylnaltrexone,DB06800,true,false,,false,accepted_exact_normalized_name
DDInter1189,Methylphenidate,methylphenidate,Methylphenidate,methylphenidate,DB00422,true,false,,false,accepted_exact_normalized_name
DDInter119,Armodafinil,armodafinil,Armodafinil,armodafinil,DB06413,true,false,,false,accepted_exact_normalized_name
DDInter1190,Methylphenobarbital,methylphenobarbital,Methylphenobarbital,methylphenobarbital,DB00849,true,false,,false,accepted_exact_normalized_name
DDInter1191,Methylprednisolone,methylprednisolone,Methylprednisolone,methylprednisolone,DB00959,true,false,,false,accepted_exact_normalized_name
DDInter1193,Methyltestosterone,methyltestosterone,Methyltestosterone,methyltestosterone,DB06710,true,false,,false,accepted_exact_normalized_name
DDInter1194,Methysergide,methysergide,Methysergide,methysergide,DB00247,true,false,,false,accepted_exact_normalized_name
DDInter1195,Meticillin,meticillin,Meticillin,meticillin,DB01603,true,false,,false,accepted_exact_normalized_name
DDInter1197,Metoclopramide,metoclopramide,Metoclopramide,metoclopramide,DB01233,true,false,,false,accepted_exact_normalized_name
DDInter1198,Metocurine,metocurine,Metocurine,metocurine,DB01336,true,false,,false,accepted_exact_normalized_name
DDInter1199,Metolazone,metolazone,Metolazone,metolazone,DB00524,true,false,,false,accepted_exact_normalized_name
DDInter12,Acebutolol,acebutolol,Acebutolol,acebutolol,DB01193,true,false,,false,accepted_exact_normalized_name
DDInter120,Arsenic trioxide,arsenic trioxide,Arsenic trioxide,arsenic trioxide,DB01169,true,false,,false,accepted_exact_normalized_name
DDInter1200,Metoprolol,metoprolol,Metoprolol,metoprolol,DB00264,true,false,,false,accepted_exact_normalized_name
DDInter1201,Metreleptin,metreleptin,Metreleptin,metreleptin,DB09046,true,false,,false,accepted_exact_normalized_name
DDInter1202,Metronidazole,metronidazole,Metronidazole,metronidazole,DB00916,true,false,,false,accepted_exact_normalized_name
DDInter1204,Metyrapone,metyrapone,Metyrapone,metyrapone,DB01011,true,false,,false,accepted_exact_normalized_name
DDInter1205,Metyrosine,metyrosine,Metyrosine,metyrosine,DB00765,true,false,,false,accepted_exact_normalized_name
DDInter1206,Mexiletine,mexiletine,Mexiletine,mexiletine,DB00379,true,false,,false,accepted_exact_normalized_name
DDInter1207,Mezlocillin,mezlocillin,Mezlocillin,mezlocillin,DB00948,true,false,,false,accepted_exact_normalized_name
DDInter1208,Micafungin,micafungin,Micafungin,micafungin,DB01141,true,false,,false,accepted_exact_normalized_name
DDInter1209,Miconazole,miconazole,Miconazole,miconazole,DB01110,true,false,,false,accepted_exact_normalized_name
DDInter121,Artemether,artemether,Artemether,artemether,DB06697,true,false,,false,accepted_exact_normalized_name
DDInter1212,Midazolam,midazolam,Midazolam,midazolam,DB00683,true,false,,false,accepted_exact_normalized_name
DDInter1213,Midodrine,midodrine,Midodrine,midodrine,DB00211,true,false,,false,accepted_exact_normalized_name
DDInter1214,Midostaurin,midostaurin,Midostaurin,midostaurin,DB06595,true,false,,false,accepted_exact_normalized_name
DDInter1215,Mifepristone,mifepristone,Mifepristone,mifepristone,DB00834,true,false,,false,accepted_exact_normalized_name
DDInter1216,Migalastat,migalastat,Migalastat,migalastat,DB05018,true,false,,false,accepted_exact_normalized_name
DDInter1217,Miglitol,miglitol,Miglitol,miglitol,DB00491,true,false,,false,accepted_exact_normalized_name
DDInter122,Artesunate,artesunate,Artesunate,artesunate,DB09274,true,false,,false,accepted_exact_normalized_name
DDInter1220,Milnacipran,milnacipran,Milnacipran,milnacipran,DB04896,true,false,,false,accepted_exact_normalized_name
DDInter1221,Milrinone,milrinone,Milrinone,milrinone,DB00235,true,false,,false,accepted_exact_normalized_name
DDInter1222,Miltefosine,miltefosine,Miltefosine,miltefosine,DB09031,true,false,,false,accepted_exact_normalized_name
DDInter1223,Mineral oil,mineral oil,Mineral oil,mineral oil,DB11057,true,false,,false,accepted_exact_normalized_name
DDInter1224,Minocycline,minocycline,Minocycline,minocycline,DB01017,true,false,,false,accepted_exact_normalized_name
DDInter1226,Minoxidil,minoxidil,Minoxidil,minoxidil,DB00350,true,false,,false,accepted_exact_normalized_name
DDInter1228,Mipomersen,mipomersen,Mipomersen,mipomersen,DB05528,true,false,,false,accepted_exact_normalized_name
DDInter1229,Mirabegron,mirabegron,Mirabegron,mirabegron,DB08893,true,false,,false,accepted_exact_normalized_name
DDInter123,Articaine,articaine,Articaine,articaine,DB09009,true,false,,false,accepted_exact_normalized_name
DDInter1230,Mirtazapine,mirtazapine,Mirtazapine,mirtazapine,DB00370,true,false,,false,accepted_exact_normalized_name
DDInter1231,Misoprostol,misoprostol,Misoprostol,misoprostol,DB00929,true,false,,false,accepted_exact_normalized_name
DDInter1232,Mitomycin,mitomycin,Mitomycin,mitomycin,DB00305,true,false,,false,accepted_exact_normalized_name
DDInter1233,Mitotane,mitotane,Mitotane,mitotane,DB00648,true,false,,false,accepted_exact_normalized_name
DDInter1234,Mitoxantrone,mitoxantrone,Mitoxantrone,mitoxantrone,DB01204,true,false,,false,accepted_exact_normalized_name
DDInter1235,Mivacurium,mivacurium,Mivacurium,mivacurium,DB01226,true,false,,false,accepted_exact_normalized_name
DDInter1236,Modafinil,modafinil,Modafinil,modafinil,DB00745,true,false,,false,accepted_exact_normalized_name
DDInter1237,Moexipril,moexipril,Moexipril,moexipril,DB00691,true,false,,false,accepted_exact_normalized_name
DDInter1238,Mogamulizumab,mogamulizumab,Mogamulizumab,mogamulizumab,DB12498,true,false,,false,accepted_exact_normalized_name
DDInter1239,Molindone,molindone,Molindone,molindone,DB01618,true,false,,false,accepted_exact_normalized_name
DDInter124,Ascorbic acid,ascorbic acid,Ascorbic acid,ascorbic acid,DB00126,true,false,,false,accepted_exact_normalized_name
DDInter1240,Monomethyl fumarate,monomethyl fumarate,Monomethyl fumarate,monomethyl fumarate,DB14219,true,false,,false,accepted_exact_normalized_name
DDInter1241,Monopotassium phosphate,monopotassium phosphate,Monopotassium phosphate,monopotassium phosphate,DB09413,true,false,,false,accepted_exact_normalized_name
DDInter1242,Montelukast,montelukast,Montelukast,montelukast,DB00471,true,false,,false,accepted_exact_normalized_name
DDInter1243,Moricizine,moricizine,Moricizine,moricizine,DB00680,true,false,,false,accepted_exact_normalized_name
DDInter1244,Morphine,morphine,Morphine,morphine,DB00295,true,false,,false,accepted_exact_normalized_name
DDInter1246,Moxetumomab Pasudotox,moxetumomab pasudotox,Moxetumomab Pasudotox,moxetumomab pasudotox,DB12688,true,false,,false,accepted_exact_normalized_name
DDInter1247,Moxifloxacin,moxifloxacin,Moxifloxacin,moxifloxacin,DB00218,true,false,,false,accepted_exact_normalized_name
DDInter1249,Mupirocin,mupirocin,Mupirocin,mupirocin,DB00410,true,false,,false,accepted_exact_normalized_name
DDInter125,Asenapine,asenapine,Asenapine,asenapine,DB06216,true,false,,false,accepted_exact_normalized_name
DDInter1250,Muromonab,muromonab,Muromonab,muromonab,DB00075,true,false,,false,accepted_exact_normalized_name
DDInter1251,Mycophenolate mofetil,mycophenolate mofetil,Mycophenolate mofetil,mycophenolate mofetil,DB00688,true,false,,false,accepted_exact_normalized_name
DDInter1252,Mycophenolic acid,mycophenolic acid,Mycophenolic acid,mycophenolic acid,DB01024,true,false,,false,accepted_exact_normalized_name
DDInter1253,Nabilone,nabilone,Nabilone,nabilone,DB00486,true,false,,false,accepted_exact_normalized_name
DDInter1254,Nabumetone,nabumetone,Nabumetone,nabumetone,DB00461,true,false,,false,accepted_exact_normalized_name
DDInter1255,Nadolol,nadolol,Nadolol,nadolol,DB01203,true,false,,false,accepted_exact_normalized_name
DDInter1256,Nafcillin,nafcillin,Nafcillin,nafcillin,DB00607,true,false,,false,accepted_exact_normalized_name
DDInter1257,Nalbuphine,nalbuphine,Nalbuphine,nalbuphine,DB00844,true,false,,false,accepted_exact_normalized_name
DDInter1258,Naldemedine,naldemedine,Naldemedine,naldemedine,DB11691,true,false,,false,accepted_exact_normalized_name
DDInter1259,Nalidixic acid,nalidixic acid,Nalidixic acid,nalidixic acid,DB00779,true,false,,false,accepted_exact_normalized_name
DDInter126,Asparaginase Erwinia chrysanthemi,asparaginase erwinia chrysanthemi,Asparaginase Erwinia chrysanthemi,asparaginase erwinia chrysanthemi,DB08886,true,false,,false,accepted_exact_normalized_name
DDInter1260,Nalmefene,nalmefene,Nalmefene,nalmefene,DB06230,true,false,,false,accepted_exact_normalized_name
DDInter1261,Naloxegol,naloxegol,Naloxegol,naloxegol,DB09049,true,false,,false,accepted_exact_normalized_name
DDInter1262,Naloxone,naloxone,Naloxone,naloxone,DB01183,true,false,,false,accepted_exact_normalized_name
DDInter1263,Naltrexone,naltrexone,Naltrexone,naltrexone,DB00704,true,false,,false,accepted_exact_normalized_name
DDInter1266,Naproxen,naproxen,Naproxen,naproxen,DB00788,true,false,,false,accepted_exact_normalized_name
DDInter1267,Naratriptan,naratriptan,Naratriptan,naratriptan,DB00952,true,false,,false,accepted_exact_normalized_name
DDInter1268,Natalizumab,natalizumab,Natalizumab,natalizumab,DB00108,true,false,,false,accepted_exact_normalized_name
DDInter1269,Nateglinide,nateglinide,Nateglinide,nateglinide,DB00731,true,false,,false,accepted_exact_normalized_name
DDInter127,Asparaginase Escherichia coli,asparaginase escherichia coli,Asparaginase Escherichia coli,asparaginase escherichia coli,DB00023,true,false,,false,accepted_exact_normalized_name
DDInter1271,Nebivolol,nebivolol,Nebivolol,nebivolol,DB04861,true,false,,false,accepted_exact_normalized_name
DDInter1272,Necitumumab,necitumumab,Necitumumab,necitumumab,DB09559,true,false,,false,accepted_exact_normalized_name
DDInter1273,Nedocromil,nedocromil,Nedocromil,nedocromil,DB00716,true,false,,false,accepted_exact_normalized_name
DDInter1274,Nefazodone,nefazodone,Nefazodone,nefazodone,DB01149,true,false,,false,accepted_exact_normalized_name
DDInter1275,Nelarabine,nelarabine,Nelarabine,nelarabine,DB01280,true,false,,false,accepted_exact_normalized_name
